author_sort,authors,series,series_index,title
"Rice, Anne","Anne Rice","Vampire Chronicles","7.0","Merrick"
"Roberts, Nora","Nora Roberts","In the Garden Trilogy","3.0","Red Lily"
"Roberts, Nora","Nora Roberts","Quinn Brothers of Chesapeake Bay","2.0","Rising tides"
"Roberts, Nora","Nora Roberts","D.C. Detectives","1.0","Sacred sins"
"Picoult, Jodi","Jodi Picoult","","1.0","The Pact"
"Picoult, Jodi","Jodi Picoult","","1.0","The Tenth Circle: A Novel"
"Picoult, Jodi","Jodi Picoult","","1.0","Vanishing Acts"
"Pink, Daniel H.","Daniel H. Pink","","1.0","Drive: The Surprising Truth About What Motivates Us"
"Plath, Sylvia","Sylvia Plath","","1.0","The Bell Jar"
"Plato","Plato","","1.0","The Republic"
"Poe, Edgar Allan","Edgar Allan Poe","","1.0","Essential Tales and Poems of Edgar Allan Poe"
"Pollack, H. N.","H. N. Pollack","","1.0","A World Without Ice"
"Pollan, Michael","Michael Pollan","","1.0","Food Rules: An Eater's Manual"
"Pollan, Michael","Michael Pollan","","1.0","In Defense of Food: An Eater's Manifesto"
"Pollan, Michael","Michael Pollan","","1.0","The botany of desire: a plant's-eye view of the world"
"Pollan, Michael","Michael Pollan","","1.0","The omnivore's dilemma: a natural history of four meals"
"Rice, Anne","Anne Rice","Vampire Chronicles","3.0","The queen of the damned"
"Rice, Anne","Anne Rice","Vampire Chronicles","4.0","The tale of the body thief"
"Rice, Anne","Anne Rice","Vampire Chronicles","6.0","The vampire Armand"
"Feynman, Richard P.","Richard P. Feynman","","1.0","Surely You're Joking, Mr. Feynman!"
"Riordan, Rick","Rick Riordan","Percy Jackson and the Olympians","5.0","Percy Jackson and the Last Olympian"
"Riordan, Rick","Rick Riordan","Percy Jackson and the Olympians","4.0","The Battle of the Labyrinth"
"Riordan, Rick","Rick Riordan","Percy Jackson and the Olympians","1.0","The Lightning Thief"
"Riordan, Rick","Rick Riordan","Percy Jackson and the Olympians","2.0","The Sea of Monsters"
"Riordan, Rick","Rick Riordan","Percy Jackson and the Olympians","3.0","The Titan's Curse"
"Roberts, Nora","Nora Roberts","The Calhoun Women","2.0","A Man for Amanda"
"Roberts, Nora","Nora Roberts","Silhouette Special Edition","247.0","All the Possibilities"
"Roberts, Nora","Nora Roberts","The Bride Quartet","2.0","Bed of Roses"
"Roberts, Nora","Nora Roberts","Love by Design: Jack's Stories","2.0","Best Laid Plans"
"Roberts, Nora","Nora Roberts","In the Garden Trilogy","2.0","Black rose"
"Roberts, Nora","Nora Roberts","Sign of Seven Trilogy","1.0","Blood Brothers"
"Roberts, Nora","Nora Roberts","In the Garden Trilogy","1.0","Blue Dahlia"
"Roberts, Nora","Nora Roberts","The Donovan Legacy","1.0","Captivated"
"Roberts, Nora","Nora Roberts","The Donovan Legacy","3.0","Charmed"
"Roberts, Nora","Nora Roberts","The Stanislaskis: Those Wild Ukrainians","4.0","Convincing Alex"
"Roberts, Nora","Nora Roberts","The Calhoun Women","1.0","Courting Catherine"
"Roberts, Nora","Nora Roberts","The Circle Trilogy","2.0","Dance of the gods"
"Roberts, Nora","Nora Roberts","The O'Hurleys!","2.0","Dance to the Piper"
"Roberts, Nora","Nora Roberts","Three Sisters Island Trilogy","1.0","Dance Upon the Air"
"Roberts, Nora","Nora Roberts","Quinn Brothers of Chesapeake Bay","1.0","Sea swept"
"Roberts, Nora","Nora Roberts","The O'Hurleys!","3.0","Skin Deep"
"Roberts, Nora","Nora Roberts","The Stanislaskis: Those Wild Ukrainians","1.0","Taming Natasha"
"Roberts, Nora","Nora Roberts","Irish Gallagher's Pub Trilogy","2.0","Tears of the moon"
"Roberts, Nora","Nora Roberts","Silhouette Special Edition","235.0","Tempting Fate"
"Roberts, Nora","Nora Roberts","The Calhoun Women","4.0","The Calhouns: Suzanna And Megan: Suzanna's Surrender\Megan's Mate"
"Roberts, Nora","Nora Roberts","The MacKade Brothers","4.0","The fall of Shane MacKade"
"Roberts, Nora","Nora Roberts","The MacKade Brothers","3.0","The heart of Devin MacKade"
"Roberts, Nora","Nora Roberts","The O'Hurleys!","1.0","The Last Honest Woman"
"Roberts, Nora","Nora Roberts","The MacGregors","8.0","The MacGregor Brides"
"Roberts, Nora","Nora Roberts","The MacGregors","10.0","The MacGregor Grooms"
"Roberts, Nora","Nora Roberts","Sign of Seven Trilogy","3.0","The Pagan Stone"
"Roberts, Nora","Nora Roberts","The MacGregors","11.0","The Perfect Neighbor"
"Roberts, Nora","Nora Roberts","The MacKade Brothers","2.0","The pride of Jared MacKade"
"Roberts, Nora","Nora Roberts","The MacKade Brothers","1.0","The Return of Rafe Mackade"
"Roberts, Nora","Nora Roberts","","1.0","The Search"
"Roberts, Nora","Nora Roberts","The MacGregors","9.0","The Winning Hand"
"Roberts, Nora","Nora Roberts","The Circle Trilogy","3.0","Valley of silence"
"Roberts, Nora","Nora Roberts","The Bride Quartet","1.0","Vision in White"
"Roberts, Nora","Nora Roberts","The Stanislaskis: Those Wild Ukrainians","5.0","Waiting for Nick"
"Roberts, Nora","Nora Roberts","The O'Hurleys!","4.0","Without a Trace"
"Rostand, Edmond","Edmond Rostand","","1.0","Cyrano de Bergerac"
"Rowling, J. K.","J. K. Rowling","Harry Potter","2.0","Harry Potter and the Chamber of Secrets"
"Rowling, J. K.","J. K. Rowling","Harry Potter","7.0","Harry Potter and the Deathly Hallows"
"Rowling, J. K.","J. K. Rowling","Harry Potter","4.0","Harry Potter and the Goblet Of Fire"
"Rowling, J. K.","J. K. Rowling","Harry Potter","6.0","Harry Potter and the Half-Blood Prince"
"Perry, Anne","Anne Perry","William Monk novels","6.0","Cain His Brother"
"Perry, Anne","Anne Perry","William Monk novels","3.0","Defend and Betray"
"Perry, Anne","Anne Perry","William Monk novels","16.0","Execution Dock"
"Perry, Anne","Anne Perry","William Monk novels","12.0","Funeral in Blue"
"Perry, Anne","Anne Perry","William Monk novels","15.0","Dark Assassin"
"Pratchett, Terry","Terry Pratchett","Discworld: Young Adult","2.0","The Wee Free Men"
"Pratchett, Terry","Terry Pratchett","Discworld: Young Adult","4.0","Wintersmith"
"Priest, Christopher","Christopher Priest","","1.0","The Prestige"
"Roberts, Nora","Nora Roberts","The MacGregors","5.0","Daniel & Ian: For Now, Forever\In from the Cold"
"Roberts, Nora","Nora Roberts","Dream Trilogy","1.0","Daring to dream"
"Roberts, Nora","Nora Roberts","The Donovan Legacy","4.0","Enchanted"
"Roberts, Nora","Nora Roberts","The Donovan Legacy","2.0","Entranced"
"Roberts, Nora","Nora Roberts","Three Sisters Island Trilogy","3.0","Face the fire"
"Roberts, Nora","Nora Roberts","The Stanislaskis: Those Wild Ukrainians","3.0","Falling for Rachel"
"Roberts, Nora","Nora Roberts","Dream Trilogy","3.0","Finding the dream"
"Roberts, Nora","Nora Roberts","Silhouette Special Edition","361.0","For Now, Forever"
"Roberts, Nora","Nora Roberts","The Calhoun Women","3.0","For the Love of Lilah"
"Roberts, Nora","Nora Roberts","Irish Gallagher's Pub Trilogy","3.0","Heart of the sea"
"Palahniuk, Chuck","Chuck Palahniuk","","1.0","Survivor: a novel"
"Paolini, Christopher","Christopher Paolini","The Inheritance Cycle","3.0","Brisingr"
"Paolini, Christopher","Christopher Paolini","The Inheritance Cycle","2.0","Eldest"
"Paolini, Christopher","Christopher Paolini","The Inheritance Cycle","1.0","Eragon"
"Patterson, James","James Patterson","Women's Murder Club","1.0","1st to Die"
"Patterson, James","James Patterson","Women's Murder Club","2.0","2nd Chance"
"Patterson, James","James Patterson","Women's Murder Club","3.0","3rd Degree"
"Patterson, James","James Patterson","Women's Murder Club","7.0","7th Heaven"
"Patterson, James","James Patterson","Alex Cross","15.0","Alex Cross's Trial"
"Patterson, James","James Patterson","","1.0","Beach Road"
"Patterson, James","James Patterson","Alex Cross","4.0","Cat & Mouse"
"Perry, Anne","Anne Perry","William Monk novels","1.0","The face of a stranger"
"Perry, Anne","Anne Perry","William Monk novels","8.0","The Silent Cry"
"Perry, Anne","Anne Perry","William Monk novels","5.0","The Sins of the Wolf"
"Perry, Anne","Anne Perry","William Monk novels","10.0","The Twisted Root"
"Perry, Anne","Anne Perry","William Monk novels","7.0","Weighed in the balance"
"Peters, Elizabeth","Elizabeth Peters","Amelia Peabody - Pub","1.0","Crocodile on the Sandbank"
"Peters, Elizabeth","Elizabeth Peters","Amelia Peabody - Pub","4.0","Lion in the Valley"
"Peters, Elizabeth","Elizabeth Peters","Amelia Peabody - Pub","9.0","Seeing a Large Cat"
"Peters, Elizabeth","Elizabeth Peters","Amelia Peabody - Pub","10.0","The Ape Who Guards the Balance"
"Peters, Elizabeth","Elizabeth Peters","Amelia Peabody - Pub","2.0","The Curse of the Pharaohs"
"Peters, Elizabeth","Elizabeth Peters","Amelia Peabody - Pub","5.0","The Deeds of the Disturber"
"Peters, Elizabeth","Elizabeth Peters","Amelia Peabody - Pub","11.0","The Falcon at the Portal: An Amelia Peabody Mystery"
"Peters, Elizabeth","Elizabeth Peters","Amelia Peabody - Pub","8.0","The Hippopotamus Pool"
"Peters, Elizabeth","Elizabeth Peters","Amelia Peabody - Pub","6.0","The last camel died at noon"
"Peters, Elizabeth","Elizabeth Peters","Amelia Peabody - Pub","3.0","The Mummy Case"
"Peters, Elizabeth","Elizabeth Peters","Amelia Peabody - Pub","7.0","The Snake, the Crocodile, and the Dog"
"Peters, Ellis","Ellis Peters","Brother Cadfael","1.0","A morbid taste for bones"
"Peters, Ellis","Ellis Peters","Brother Cadfael","1.0","A Rare Benedictine"
"Peters, Ellis","Ellis Peters","Brother Cadfael","11.0","An Excellent Mystery"
"Peters, Ellis","Ellis Peters","Brother Cadfael","9.0","Dead mans ransom: the ninth chronicle of brother cadfael"
"Patterson, James","James Patterson","","1.0","Cradle and All"
"Patterson, James","James Patterson","","1.0","Cross"
"Patterson, James","James Patterson","Alex Cross","14.0","Cross Country"
"Patterson, James","James Patterson","Alex Cross","13.0","Double Cross"
"Patterson, James","James Patterson","Maximum Ride","6.0","Fang: A Maximum Ride Novel"
"Patterson, James","James Patterson","Alex Cross","8.0","Four Blind Mice"
"Patterson, James","James Patterson","","1.0","Hide & seek: a novel"
"Peters, Ellis","Ellis Peters","Brother Cadfael","3.0","Monk's-Hood"
"Peters, Ellis","Ellis Peters","Brother Cadfael","2.0","One Corpse Too Many: The Second Chronicle of Brother Cadfael"
"Peters, Ellis","Ellis Peters","Brother Cadfael","4.0","St. Peter's Fair"
"Peters, Ellis","Ellis Peters","Brother Cadfael","15.0","The Confession of Brother Haluin"
"Peters, Ellis","Ellis Peters","Brother Cadfael","8.0","The Devil's Novice"
"Peters, Ellis","Ellis Peters","Brother Cadfael","16.0","The heretic's apprentice"
"Peters, Ellis","Ellis Peters","Brother Cadfael","14.0","The Hermit of Eyton Forest"
"McEwan, Ian","Ian McEwan","","1.0","Atonement: a novel"
"McEwan, Ian","Ian McEwan","","1.0","Solar"
"Patterson, James","James Patterson","Alex Cross","16.0","I, Alex Cross"
"Peters, Ellis","Ellis Peters","Brother Cadfael","19.0","The holy thief"
"McLarty, Ron","Ron McLarty","","1.0","The memory of running: a novel"
"Patterson, James","James Patterson","Alex Cross","3.0","Jack and Jill"
"Patterson, James","James Patterson","","1.0","Judge & Jury"
"Patterson, James","James Patterson","Alex Cross","2.0","Kiss the Girls"
"Peters, Ellis","Ellis Peters","Brother Cadfael","5.0","The leper of Saint Giles: the fifth chronicle of Brother Cadfael"
"Lewis, C. S.","C. S. Lewis","","1.0","Mere Christianity"
"Meyer, Stephenie","Stephenie Meyer","Twilight Saga","4.0","Breaking Dawn"
"Patterson, James","James Patterson","","1.0","London Bridges"
"Patterson, James","James Patterson","","1.0","Mary, Mary"
"Peters, Ellis","Ellis Peters","Brother Cadfael","10.0","The Pilgrim of Hate"
"Peters, Ellis","Ellis Peters","Brother Cadfael","12.0","The Raven in the Foregate"
"Meyer, Stephenie","Stephenie Meyer","Twilight Saga","3.0","Eclipse"
"Peters, Ellis","Ellis Peters","Brother Cadfael","13.0","The rose rent: the thirteenth chronicle of Brother Cadfael"
"Lowndes, Leil","Leil Lowndes","","1.0","How to Talk to Anyone"
"Meyer, Stephenie","Stephenie Meyer","Twilight Saga","2.0","New Moon"
"Meyer, Stephenie","Stephenie Meyer","The Host","1.0","The Host: A Novel"
"Patterson, James","James Patterson","Alex Cross","5.0","Pop Goes the Weasel"
"Peters, Ellis","Ellis Peters","Brother Cadfael","7.0","The sanctuary sparrow: the seventh chronicle of Brother Cadfael"
"Lowry, Lois","Lois Lowry","The Giver Trilogy","1.0","The Giver"
"Patterson, James","James Patterson","Alex Cross","6.0","Roses Are Red"
"Patterson, James","James Patterson","","1.0","Sail"
"Peters, Ellis","Ellis Peters","Brother Cadfael","18.0","The summer of the Danes"
"Peters, Ellis","Ellis Peters","Brother Cadfael","6.0","The Virgin in the Ice: The Sixth Chronicle of Brother Cadfael"
"Ludlum, Robert","Robert Ludlum","","1.0","The Ambler Warning"
"Ludlum, Robert","Robert Ludlum","","1.0","The apocalypse watch"
"Ludlum, Robert","Robert Ludlum","","1.0","The Aquitaine Progression"
"Meyer, Stephenie","Stephenie Meyer","","1.0","The Short Second Life of Bree Tanner: An Eclipse Novella"
"Meyer, Stephenie","Stephenie Meyer","Twilight Saga","1.0","Twilight"
"Patterson, James","James Patterson","Maximum Ride","3.0","Saving the World and Other Extreme Sports"
"Patterson, James","James Patterson","Maximum Ride","2.0","School's Out - Forever"
"Picoult, Jodi","Jodi Picoult","","1.0","Handle with care: a novel"
"Ludlum, Robert","Robert Ludlum","Jason Bourne","1.0","The Bourne Identity"
"Mitchell, David","David Mitchell","","1.0","The Thousand Autumns of Jacob de Zoet"
"Mitchell, David","David Mitchell","","1.0","Black Swan Green"
"Mitchell, David","David Mitchell","","1.0","Ghostwritten: a novel"
"Patterson, James","James Patterson","","1.0","Suzanne's Diary for Nicholas"
"Patterson, James","James Patterson","Women's Murder Club","5.0","The 5th Horseman"
"Picoult, Jodi","Jodi Picoult","","1.0","House Rules"
"Picoult, Jodi","Jodi Picoult","","1.0","Keeping Faith: A Novel"
"Ludlum, Robert","Robert Ludlum","Jason Bourne","2.0","The Bourne supremacy"
"Mitchell, David","David Mitchell","","1.0","Number9dream"
"Mitchell, Margaret","Margaret Mitchell","","1.0","Gone with the Wind"
"Patterson, James","James Patterson","Women's Murder Club","8.0","The 8th Confession"
"Picoult, Jodi","Jodi Picoult","","1.0","My Sister's Keeper"
"Ludlum, Robert","Robert Ludlum","Jason Bourne","3.0","The Bourne ultimatum"
"Moning, Karen Marie","Karen Marie Moning","Fever","1.0","Darkfever"
"Patterson, James","James Patterson","Women's Murder Club","9.0","The 9th Judgment"
"Patterson, James","James Patterson","Maximum Ride","1.0","The Angel Experiment"
"Picoult, Jodi","Jodi Picoult","","1.0","Nineteen Minutes"
"Ludlum, Robert","Robert Ludlum","","1.0","The Cry of the Halidon"
"Ludlum, Robert","Robert Ludlum","","1.0","The Icarus Agenda"
"Moning, Karen Marie","Karen Marie Moning","Fever","3.0","Faefever"
"Moore, Christopher","Christopher Moore","","1.0","A Dirty Job"
"Patterson, James","James Patterson","","1.0","The beach house"
"Picoult, Jodi","Jodi Picoult","","1.0","Perfect Match"
"Ludlum, Robert","Robert Ludlum","","1.0","The Janson Directive"
"Ludlum, Robert","Robert Ludlum","Matarese dynasty","1.0","The Matarese Circle"
"Patterson, James","James Patterson","Alex Cross","9.0","The Big Bad Wolf"
"Patterson, James","James Patterson","Maximum Ride","4.0","The Final Warning"
"Picoult, Jodi","Jodi Picoult","","1.0","Plain Truth"
"Ludlum, Robert","Robert Ludlum","Matarese dynasty","2.0","The Matarese countdown"
"Ludlum, Robert","Robert Ludlum","","1.0","The Paris Option"
"Ludlum, Robert","Robert Ludlum","","1.0","The Scarlatti inheritance"
"Moore, Christopher","Christopher Moore","Love Story","1.0","Bloodsucking fiends: a love story"
"Moore, Christopher","Christopher Moore","","1.0","Coyote blue"
"Patterson, James","James Patterson","When the Wind Blows","2.0","The Lake House"
"Ludlum, Robert","Robert Ludlum","","1.0","The Sigma Protocol"
"Moore, Christopher","Christopher Moore","","1.0","Fluke: Or, I Know Why the Winged Whale Sings"
"Moore, Christopher","Christopher Moore","","1.0","Fool"
"Patterson, James","James Patterson","","1.0","The Quickie"
"Patterson, James","James Patterson","Alex Cross","7.0","Violets Are Blue"
"Patterson, James","James Patterson","When the Wind Blows","1.0","When the Wind Blows"
"Patterson, James","James Patterson","Witch and Wizard","1.0","Witch and Wizard"
"Patterson, James & Paetro, Maxine","James Patterson, Maxine Paetro","Women's Murder Club","4.0","4th of July"
"Patterson, James & Paetro, Maxine","James Patterson, Maxine Paetro","Women's Murder Club","6.0","The 6th Target"
"Pausch, Randy & Zaslow, Jeffrey","Randy Pausch, Jeffrey Zaslow","","1.0","The last lecture"
"Perry, Anne","Anne Perry","William Monk novels","9.0","A Breach of Promise"
"Perry, Anne","Anne Perry","William Monk novels","2.0","A Dangerous Mourning"
"Ludlum, Robert","Robert Ludlum","","1.0","The Tristan Betrayal"
"Ludlum, Robert & Larkin, Patrick","Robert Ludlum, Patrick Larkin","","1.0","The Lazarus Vendetta"
"Ludlum, Robert & Lustbader, Eric Van","Robert Ludlum, Eric van Lustbader","Jason Bourne","5.0","The Bourne Betrayal"
"Ludlum, Robert & Lustbader, Eric Van","Robert Ludlum, Eric van Lustbader","Jason Bourne","7.0","The Bourne Deception"
"Ludlum, Robert & Lustbader, Eric Van","Robert Ludlum, Eric van Lustbader","Jason Bourne","6.0","The Bourne Sanction"
"Ludlum, Robert & Lynds, Gayle","Robert Ludlum, Gayle Lynds","","1.0","The Altman Code"
"Ludlum, Robert & Lynds, Gayle","Robert Ludlum, Gayle Lynds","Covert-One","1.0","The Hades Factor"
"Ludlum, Robert & Shelby, Philip","Robert Ludlum, Philip Shelby","","1.0","The Cassandra Compact"
"Machiavelli, Niccolò & Bondanella, Peter E.","Niccolò Machiavelli, Peter E. Bondanella","","1.0","The prince"
"Maguire, Gregory","Gregory Maguire","The Wicked Years","3.0","A Lion Among Men: Volume Three in the Wicked Years"
"Maguire, Gregory","Gregory Maguire","","1.0","Lost"
"Maguire, Gregory","Gregory Maguire","","1.0","Mirror Mirror"
"Maguire, Gregory","Gregory Maguire","The Wicked Years","2.0","Son of a Witch: Volume Two in the Wicked Years"
"Maguire, Gregory","Gregory Maguire","The Wicked Years","1.0","Wicked: the life and times of the wicked witch of the West : a novel"
"Márquez, Gabriel García & Rabassa, Gregory","Gabriel García Márquez, Gregory Rabassa","","1.0","One Hundred Years of Solitude"
